Time, Trial Number, Study Part, Sample, Illusion Sample, Sole A, Sole B, Sole C, Sole D, Sole E, Sole F, No Touch
2.39852,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.409903,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.420865,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.432021,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.44303,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.454285,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.466878,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.476424,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.487607,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.498658,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.509724,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.526136,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.531804,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.543748,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.554163,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.565634,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.577111,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.588603,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.600067,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.611328,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.622903,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.633754,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.651089,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.655807,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.667215,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.686606,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.689774,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.698507,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
